municipality,ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_20
170380,2,4,-,3,-,-,-,-,21,1,2,-,-,-,-,1,1,2,1
170382,-,-,-,1,-,-,-,-,3,2,-,-,-,-,-,-,-,2,1
170384,1,2,-,3,-,-,-,-,4,2,2,-,-,-,-,-,1,1,5
170386,-,4,-,-,1,-,-,-,4,-,1,-,-,-,-,-,-,1,2
170388,-,-,-,-,-,-,-,-,8,-,1,-,-,-,-,1,-,-,1
170389,2,1,-,-,-,-,-,-,5,-,-,-,-,-,-,3,-,1,-
170390,1,-,1,1,-,-,-,-,7,1,2,-,-,-,-,-,-,1,4
170410,2,1,-,2,-,-,-,-,10,-,1,-,-,-,-,2,-,-,3
170460,-,-,-,-,-,1,-,-,1,1,1,-,-,-,-,-,-,1,-
170510,-,1,-,1,-,-,-,-,3,3,-,-,-,-,-,-,-,2,1
170550,6,13,2,11,1,1,-,-,79,13,15,-,1,-,-,7,1,5,34
170555,4,-,-,1,-,-,-,-,6,2,2,-,-,-,-,-,1,2,4
170560,2,2,-,1,-,-,-,-,7,1,1,-,-,1,-,-,-,1,4
170600,1,5,-,3,-,1,-,-,7,3,-,-,-,-,-,1,1,2,5
170610,2,5,-,-,-,3,-,-,17,4,3,-,-,1,-,1,1,2,8
170625,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1
170650,2,1,-,5,1,-,-,-,11,4,2,-,-,2,-,-,1,2,7
170700,6,15,-,5,9,1,-,-,21,2,6,-,2,4,-,9,1,4,20
170710,-,6,-,2,-,1,-,-,17,1,-,-,-,-,-,2,-,-,6
170720,1,2,1,3,-,1,-,-,6,4,2,-,-,-,-,-,-,2,3
170730,2,3,-,2,-,1,-,-,8,-,2,-,-,-,-,1,-,1,4
170740,2,4,-,10,2,3,-,-,5,4,1,-,-,2,-,2,1,-,2
170755,1,4,-,2,2,3,-,-,8,1,-,-,1,1,-,1,-,-,8
170765,2,2,1,2,1,-,-,-,17,1,3,-,-,1,-,-,-,2,8
170770,-,5,-,3,-,-,-,-,18,7,3,-,-,-,-,-,1,-,5
170820,2,10,-,6,2,2,-,-,27,5,4,-,-,1,-,2,2,1,15
170825,2,1,-,1,-,-,-,-,3,-,1,-,-,-,-,-,-,1,2
170830,1,-,-,-,-,-,-,-,7,1,3,-,-,1,-,-,-,2,2
170900,-,2,-,1,1,1,-,-,21,6,2,-,-,2,-,7,-,1,13
170930,5,13,-,14,1,-,-,-,49,9,4,-,-,3,2,7,2,2,25
170950,9,54,3,31,5,5,-,-,129,32,22,-,-,16,-,12,1,3,70
170980,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,4
171050,3,6,-,1,-,-,-,-,18,4,2,-,-,-,-,3,-,-,5
171070,-,2,-,3,-,-,-,-,7,1,2,-,-,-,-,-,-,1,5
171090,-,2,-,1,-,1,-,-,3,4,1,-,-,-,-,-,-,-,2
171110,-,2,-,1,-,-,-,-,2,-,-,-,-,-,-,-,-,3,2
171150,1,3,-,3,-,-,-,-,6,1,1,-,-,-,-,-,-,-,4
171180,1,5,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,1,1
171190,5,4,-,3,-,1,-,-,7,2,-,-,-,1,-,1,-,2,5
171195,2,-,-,1,1,2,-,-,5,1,2,-,-,-,-,-,-,-,2
171200,1,1,-,1,-,1,-,-,3,-,1,-,-,1,-,1,-,-,6
171215,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
171240,1,1,-,-,-,-,-,-,7,2,-,1,-,-,-,-,-,-,1
171245,-,1,-,-,-,-,-,-,6,1,-,1,-,-,-,-,1,1,3
171250,-,2,-,2,-,1,-,-,4,4,-,-,-,-,-,-,-,1,4
171270,1,2,-,-,-,-,-,-,1,-,2,-,-,-,-,-,-,1,2
171280,-,1,-,-,-,-,-,-,3,-,2,-,-,-,-,-,-,-,2
171320,4,15,1,8,1,2,-,-,30,8,10,-,-,-,-,5,1,4,18
171330,-,4,1,5,1,2,-,-,26,6,5,1,1,1,-,3,1,1,16
171360,2,5,-,1,-,1,-,-,15,1,-,-,-,1,-,1,-,2,5
171370,2,3,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,2
171380,-,1,-,-,-,-,-,-,11,1,-,-,1,-,-,1,-,-,5
171395,1,1,-,-,-,1,-,-,6,1,1,-,-,-,-,1,-,2,-
171420,3,8,-,3,2,-,-,-,15,8,3,-,-,1,-,1,-,1,9
171430,-,2,-,-,1,-,-,-,11,1,1,-,-,-,-,-,-,-,3
171488,1,6,1,1,1,-,-,-,22,4,-,-,-,-,1,1,2,1,9
171500,1,3,-,3,-,-,-,-,6,2,-,-,-,1,-,-,-,-,6
171510,-,1,-,4,-,-,-,-,7,1,1,-,-,-,-,-,-,-,5
171515,2,5,-,1,-,-,-,-,3,-,-,-,-,-,-,-,-,-,3
171525,1,-,-,2,-,-,-,-,1,-,-,-,-,-,-,1,-,6,5
171550,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,2,1
171570,-,3,1,1,-,-,-,-,7,-,3,-,-,-,-,-,-,1,4
171575,3,5,-,4,2,1,-,-,7,1,2,-,-,1,-,2,-,-,1
171610,4,33,-,22,4,11,-,-,63,9,15,-,-,3,-,2,1,8,47
171620,1,4,-,1,-,-,-,-,20,2,3,-,-,1,-,-,2,6,6
171630,-,2,-,2,-,-,-,-,7,-,-,-,-,-,-,-,-,-,4
171650,2,4,-,4,1,-,-,-,22,4,2,-,-,-,-,-,2,-,8
171660,1,4,-,1,1,-,-,-,24,2,4,-,-,1,-,2,-,2,8
171665,1,3,1,2,1,-,-,-,8,1,-,-,-,-,-,-,-,-,3
171670,3,6,-,4,-,-,-,-,8,3,1,-,-,1,-,-,1,1,9
171700,1,3,-,1,-,1,-,-,3,1,2,-,1,-,-,-,-,2,6
171720,-,4,-,-,-,-,-,-,3,-,2,-,-,-,-,-,-,-,-
171750,-,3,1,2,2,-,-,-,7,-,1,-,-,1,-,3,-,-,5
171780,2,9,-,-,-,2,-,-,4,6,-,-,-,1,-,2,-,-,3
171790,2,8,-,2,-,2,-,-,14,3,-,1,-,-,-,1,1,-,8
171800,1,3,1,-,-,-,-,-,2,-,1,-,-,-,-,1,-,-,1
171820,12,31,-,13,5,4,-,-,77,28,11,-,-,4,1,12,2,2,65
171830,2,3,1,3,1,-,-,-,11,1,1,-,-,-,-,1,1,1,5
171840,-,1,-,-,-,-,-,-,12,1,1,-,-,-,1,1,-,-,4
171845,1,2,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,2,5
171850,2,1,1,4,1,-,-,-,3,-,2,-,-,-,1,2,-,-,1
171855,-,-,-,-,-,-,-,-,9,2,2,-,-,-,-,-,-,1,2
171865,-,-,-,-,-,1,-,-,3,-,-,-,-,-,-,-,1,-,-
171870,-,1,-,1,-,-,-,-,1,-,2,-,-,-,-,-,-,-,1
171875,1,2,-,-,-,-,-,-,8,1,-,1,-,-,-,-,-,-,6
171880,2,1,-,1,1,1,-,-,9,3,-,-,-,-,-,1,1,1,5
171884,1,-,1,3,-,-,-,-,-,-,1,-,-,-,-,-,-,3,3
171886,2,2,-,1,-,-,-,-,11,3,2,-,-,-,-,3,2,-,3
171888,-,-,-,-,-,-,-,-,4,2,1,-,-,-,-,-,-,-,-
171889,-,1,-,-,-,-,-,-,3,-,2,-,-,-,-,-,-,1,1
171890,-,7,-,2,1,-,-,-,6,2,-,-,-,1,-,1,-,1,3
171900,-,1,-,-,1,1,-,-,2,2,-,-,-,-,-,-,-,-,2
172000,-,1,-,1,1,-,-,-,3,2,1,-,-,2,-,-,-,3,2
172010,2,3,-,1,-,-,-,-,8,1,-,-,-,2,-,1,1,-,7
172015,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,2,-
172020,1,4,-,2,1,3,-,-,10,6,2,-,-,1,-,-,1,1,4
172025,1,-,-,-,-,-,-,-,6,1,-,-,1,-,-,-,-,-,1
172030,2,-,1,3,-,-,-,-,5,1,1,-,-,-,-,3,-,2,3
172049,-,5,1,3,-,-,-,-,4,4,1,-,-,-,-,2,2,2,2
172065,-,2,-,1,-,-,-,-,8,1,1,-,-,1,-,1,-,-,3
172080,3,3,-,2,-,-,-,-,12,2,3,-,-,3,1,1,-,3,1
172085,-,1,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
172090,3,11,3,12,2,1,-,-,22,6,6,-,-,2,1,5,-,2,11
172093,-,2,-,-,-,-,-,-,3,-,-,-,-,-,-,1,-,-,2
172097,-,1,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,6
172100,27,104,4,54,5,11,-,2,178,37,32,-,2,7,3,33,14,5,166
172110,-,1,-,5,1,1,-,-,5,2,2,-,-,-,-,1,1,1,7
172120,8,11,1,15,6,3,-,-,55,17,6,-,-,1,1,8,2,-,21
172125,1,-,-,1,-,-,-,-,7,-,2,-,-,-,-,3,2,1,-
172130,-,1,-,1,-,-,-,-,3,-,-,-,-,-,-,-,-,1,1
172208,2,11,-,6,-,2,-,-,16,2,2,-,-,1,-,1,-,1,8
172210,1,8,2,4,-,1,-,-,32,9,6,-,-,1,-,3,1,-,3
210005,25,52,4,38,2,7,-,-,124,19,22,-,2,6,2,17,6,12,103
210010,-,1,-,-,-,-,-,-,2,-,1,-,-,1,-,-,-,16,-
210015,2,2,-,-,1,-,-,-,25,5,-,-,-,1,-,2,-,2,5
210020,5,14,1,5,1,-,-,-,17,5,3,-,-,-,-,5,3,19,6
210030,4,9,-,5,-,1,-,-,11,9,2,-,-,1,1,7,2,36,8
210040,2,2,-,1,-,-,-,-,8,-,-,-,-,-,-,-,-,17,1
210043,6,8,-,4,-,1,-,-,28,4,8,1,-,-,1,4,-,4,15
210047,3,13,1,4,1,-,-,-,59,5,5,-,-,3,-,1,-,5,16
210050,2,3,-,1,-,1,-,-,19,3,2,-,1,-,-,4,-,-,6
210055,-,1,-,2,-,-,-,-,10,1,-,-,-,-,-,-,-,-,4
210060,8,14,-,7,-,3,-,-,48,11,11,-,1,3,-,4,1,4,19
210070,5,9,-,7,1,1,-,-,38,4,3,1,-,2,1,2,-,8,9
210080,2,8,-,4,-,3,-,-,19,2,-,-,-,1,-,4,2,1,9
210083,3,5,-,2,-,-,-,-,20,2,1,-,-,-,-,3,-,4,5
210087,2,4,-,2,-,-,-,-,9,3,-,-,-,-,-,-,-,4,7
210090,5,11,-,8,-,3,-,-,27,7,5,-,-,2,-,4,1,11,8
210095,3,6,2,1,-,1,-,-,17,6,2,-,-,2,1,1,-,8,15
210100,7,12,1,4,-,-,-,-,45,4,3,-,-,4,-,4,1,13,21
210110,2,4,-,3,-,1,-,-,14,1,-,-,-,-,-,1,-,6,6
210120,15,44,1,34,13,3,-,-,182,38,24,2,2,6,1,21,4,30,72
210125,5,11,-,2,1,3,-,-,24,-,4,-,-,-,-,4,1,10,10
210130,2,8,2,2,-,-,-,-,14,3,5,-,-,1,-,1,-,4,7
210135,-,1,-,-,-,-,-,-,5,1,-,-,-,1,-,-,-,1,2
210140,12,26,6,25,-,9,-,-,126,23,17,-,2,3,-,31,9,30,66
210150,4,9,-,6,1,1,-,-,33,3,3,-,1,-,-,4,-,7,12
210160,20,59,2,34,3,-,-,-,126,24,26,-,-,10,2,24,5,3,50
210170,10,11,2,24,1,3,-,-,44,13,12,1,2,3,1,11,1,18,17
210173,1,1,-,3,-,-,-,-,3,-,-,-,-,-,1,3,-,1,1
210177,-,-,-,2,-,-,-,-,15,3,2,-,-,1,-,3,2,1,7
210180,-,1,-,1,-,-,-,-,6,1,-,-,-,-,-,-,-,1,1
210190,4,2,1,-,-,1,-,-,5,2,-,-,-,2,-,6,-,22,6
210193,-,-,-,-,-,-,-,-,11,3,-,-,-,-,-,1,1,2,1
210197,3,1,-,-,-,-,-,-,6,2,5,-,-,1,-,2,1,7,10
210200,9,7,-,4,-,5,-,-,41,5,5,1,-,2,-,5,5,8,14
210203,5,4,-,3,-,-,-,-,30,3,7,-,-,2,-,11,1,3,17
210207,2,1,-,1,-,-,-,-,13,2,1,-,-,1,-,-,-,3,2
210210,4,14,1,5,1,2,-,-,34,3,3,-,-,-,1,8,1,12,4
210215,2,4,-,2,-,-,-,-,7,4,2,-,-,-,1,-,-,4,5
210220,2,10,-,2,1,3,-,-,42,8,7,-,-,1,-,9,1,12,4
210230,2,6,-,7,-,-,-,-,28,6,4,1,-,1,-,7,-,1,9
210232,12,18,4,21,-,2,-,-,36,12,12,1,1,2,1,12,1,44,69
210235,1,1,-,3,-,-,-,-,6,-,1,-,-,-,-,2,-,15,1
210237,2,7,-,2,2,-,-,-,5,1,3,-,-,2,2,-,-,3,2
210240,-,3,-,6,-,-,-,-,11,4,4,-,-,-,-,4,-,16,3
210250,2,5,-,5,-,-,-,-,38,9,1,-,-,1,-,1,2,2,2
210255,4,5,-,5,-,-,-,-,14,6,2,-,-,1,-,2,-,-,11
210260,4,5,-,-,-,-,-,-,11,1,2,-,-,-,-,-,1,7,10
210270,2,2,3,3,-,2,-,-,44,-,8,-,1,-,1,3,1,9,6
210275,-,6,-,3,-,1,-,-,6,2,1,-,-,1,-,1,-,3,12
210280,6,8,-,6,1,4,-,-,66,3,5,-,-,2,-,2,-,15,17
210290,3,5,1,4,1,-,-,-,21,5,2,-,1,-,-,6,-,8,7
210300,42,83,8,79,6,10,-,-,233,69,36,1,1,18,4,50,16,25,108
210310,2,2,2,2,-,-,-,-,7,-,-,-,-,1,-,1,-,5,5
210312,2,-,1,1,-,-,-,-,8,3,2,-,-,-,-,1,-,4,6
210315,2,3,-,1,-,-,-,-,9,4,-,-,-,1,-,2,1,-,1
210317,4,9,-,2,-,1,-,-,12,3,3,-,-,-,-,3,-,3,8
210320,16,29,1,36,2,5,-,-,121,21,13,1,-,2,2,29,7,9,38
210325,2,3,-,10,-,1,-,-,11,1,3,-,-,1,-,1,-,3,6
210330,26,51,-,44,3,5,-,1,187,30,29,-,-,11,-,26,6,23,65
210340,9,24,2,21,3,8,-,-,74,15,12,-,-,1,-,9,5,1,31
210350,6,23,4,6,1,-,-,-,43,9,3,-,-,-,1,4,6,6,23
210355,2,6,1,2,-,-,-,-,8,1,7,-,-,-,-,1,-,5,5
210360,12,19,2,19,-,2,-,-,55,4,10,-,1,6,-,15,5,1,18
210370,14,9,1,18,-,1,-,-,38,10,5,-,-,5,-,9,2,38,11
210375,1,5,-,7,-,2,-,-,19,3,3,-,-,-,-,2,1,5,8
210380,3,8,-,3,-,-,-,-,23,5,5,-,-,2,-,3,3,8,13
210390,3,8,-,3,-,-,-,-,9,2,3,-,-,1,-,1,-,2,6
210400,2,9,1,7,-,1,-,-,31,6,3,-,-,1,-,3,3,2,15
210405,8,9,-,15,1,1,-,-,43,11,5,1,-,4,-,5,2,17,47
210407,-,-,1,1,-,-,-,-,11,2,-,-,-,-,-,1,-,-,3
210408,1,1,-,-,-,-,-,-,2,1,2,-,-,-,-,1,-,13,3
210409,3,5,-,2,-,1,-,-,14,5,1,-,-,1,-,3,-,13,1
210410,1,3,-,1,-,9,-,-,14,1,-,-,-,-,1,-,-,10,4
210420,-,5,-,2,-,-,-,-,11,2,2,-,-,-,-,-,1,18,8
210430,-,1,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,10,-
210440,1,5,-,7,-,-,-,-,18,4,1,-,-,-,-,-,2,1,7
210450,2,4,-,3,-,2,-,-,10,3,2,-,-,-,-,2,-,1,1
210455,5,5,-,6,-,3,-,-,24,5,4,-,-,-,1,2,-,5,15
210460,-,1,-,4,-,-,-,-,10,3,2,-,-,-,-,2,-,1,9
210462,2,1,-,4,1,-,-,-,6,2,3,-,-,-,-,1,-,1,3
210465,1,4,-,8,-,-,-,-,13,1,1,-,-,-,2,1,1,7,6
210467,2,11,-,6,-,-,-,-,39,5,1,-,1,3,1,8,1,5,22
210470,1,1,-,-,-,-,-,-,1,-,1,-,-,-,-,1,-,5,1
210480,6,19,-,16,1,3,-,-,68,13,10,-,-,2,3,18,2,26,61
210490,4,4,1,-,-,-,-,-,22,4,1,-,-,-,-,1,-,1,5
210500,2,10,-,9,-,1,-,-,35,3,6,-,-,1,-,5,1,26,8
210510,3,9,1,4,-,1,-,-,19,-,4,-,-,-,-,1,2,9,3
210515,3,2,-,4,-,-,-,-,18,4,3,-,-,-,-,3,-,3,2
210520,3,4,-,3,1,1,-,-,17,3,3,-,-,4,-,1,1,2,8
210530,61,171,8,114,11,28,-,-,379,97,59,3,3,25,1,49,17,41,227
210535,2,5,-,1,2,1,-,-,13,5,3,-,-,-,-,4,-,-,8
210540,14,26,2,26,4,3,-,-,104,15,10,-,-,6,1,11,3,10,33
210542,6,4,1,11,-,-,-,-,33,3,4,1,-,1,2,8,-,8,28
210545,-,2,-,1,-,-,-,-,7,1,1,-,-,-,-,1,-,2,3
210547,1,4,-,4,1,2,-,-,9,2,-,-,-,-,-,3,-,1,9
210550,3,12,-,10,-,2,-,-,21,10,6,-,-,2,2,3,1,7,9
210560,3,8,-,3,1,1,-,-,20,3,2,-,-,-,-,3,1,8,6
210565,1,3,-,4,-,1,-,-,3,4,1,-,-,-,-,1,-,1,6
210570,10,22,4,14,1,1,-,-,71,18,10,-,1,1,1,9,1,4,29
210580,2,4,-,-,-,1,-,-,7,1,3,-,-,1,1,2,-,3,3
210590,4,3,-,3,-,1,-,-,15,4,3,-,1,1,1,3,-,5,5
210592,1,3,-,2,-,-,-,-,15,1,4,-,-,-,-,-,-,3,4
210594,-,1,-,2,-,1,-,-,11,2,3,-,-,-,-,3,-,12,2
210596,2,-,-,2,-,-,-,-,12,8,4,-,-,-,2,3,-,-,2
210598,-,-,-,1,-,2,-,-,3,1,1,-,-,-,-,1,-,6,6
210600,-,5,-,4,-,-,-,-,11,4,2,1,-,-,1,4,-,5,7
210610,1,1,-,3,-,-,-,-,13,3,1,-,-,-,1,3,-,7,8
210620,1,4,-,2,-,-,-,-,3,1,-,-,1,2,-,1,-,3,1
210630,4,9,1,4,-,1,-,-,19,4,4,-,1,-,-,4,-,2,4
210632,2,6,-,6,-,-,-,-,19,7,6,-,-,-,-,6,-,5,7
210635,2,-,-,-,-,-,-,-,6,-,-,-,-,-,-,3,-,-,2
210637,-,5,1,2,1,-,-,-,5,3,1,-,-,-,-,3,-,2,8
210640,3,6,-,3,1,-,-,-,20,5,3,-,-,1,1,4,1,1,5
210650,3,5,-,10,-,-,-,-,29,4,2,-,-,1,-,6,-,4,14
210660,5,9,1,6,-,2,-,-,36,11,4,1,-,1,2,10,2,3,10
210663,2,3,-,2,-,-,-,-,8,2,2,-,-,-,-,-,-,5,2
210667,-,4,-,2,-,-,-,-,3,1,4,-,-,-,-,-,-,2,2
210670,2,4,-,1,-,-,-,-,25,4,3,-,-,1,2,5,-,4,8
210675,3,11,1,5,-,-,-,-,18,2,3,-,-,2,1,1,1,7,13
210680,1,4,-,4,-,-,-,-,11,4,1,-,-,-,-,4,-,16,3
210690,3,10,-,9,-,1,-,-,29,2,4,-,-,2,1,3,1,11,11
210700,2,1,1,4,-,1,-,-,9,2,1,-,-,2,-,-,-,10,6
210710,4,6,2,3,-,-,-,-,21,2,1,-,-,-,1,5,1,2,9
210720,-,2,-,2,-,-,-,-,18,2,2,-,-,1,1,4,1,1,4
210725,-,-,-,1,-,-,-,-,5,-,-,-,-,-,-,-,-,-,2
210730,-,4,-,1,1,-,-,-,7,1,-,-,-,1,-,1,-,9,1
210735,2,10,-,6,-,1,-,-,15,2,3,-,1,-,-,3,1,3,7
210740,3,7,-,3,1,1,-,-,19,5,4,-,-,-,1,1,1,16,15
210745,-,-,1,2,1,-,-,-,14,5,-,-,-,-,-,1,-,5,1
210750,15,51,5,41,2,7,-,-,93,21,16,-,5,9,3,16,6,12,53
210760,-,3,-,1,-,1,-,-,11,2,2,-,-,1,-,5,1,15,8
210770,-,9,1,2,2,-,-,-,29,4,5,-,-,-,-,2,1,7,9
210780,2,27,-,16,1,1,-,-,44,3,3,-,-,1,-,5,1,10,19
210790,-,7,1,5,-,-,-,-,27,1,9,-,1,1,2,1,-,8,11
210800,2,6,-,1,1,-,-,-,24,5,2,-,-,-,-,-,-,5,11
210805,2,5,-,6,-,1,-,-,14,1,2,-,-,2,1,2,1,4,2
210810,2,8,-,10,1,1,-,-,22,2,4,-,-,1,2,5,5,3,15
210820,11,12,2,15,3,3,-,-,64,7,10,-,-,7,-,8,2,9,32
210825,2,2,-,5,1,-,-,-,14,3,1,-,-,1,-,5,-,18,3
210830,1,18,4,13,1,1,-,-,52,5,6,-,-,3,1,1,5,3,18
210840,4,1,-,5,-,-,-,-,11,1,3,1,-,1,1,1,-,10,4
210845,5,9,-,7,-,-,-,-,29,3,2,-,-,1,-,3,1,6,11
210850,9,15,1,13,1,2,-,-,58,13,5,-,2,3,1,5,2,14,15
210860,14,38,1,34,8,5,-,-,123,18,13,-,3,7,-,21,3,8,52
210870,2,11,-,3,-,-,-,-,23,8,4,1,-,-,-,5,2,12,10
210880,4,6,2,4,-,-,-,-,27,3,5,-,-,1,-,3,-,9,4
210890,3,4,-,7,2,2,-,-,37,3,3,-,-,3,-,1,-,5,9
210900,5,12,-,5,-,3,-,-,29,7,4,-,1,2,1,3,-,6,23
210905,1,2,-,3,1,-,-,-,6,-,-,-,-,-,-,3,-,5,1
210910,3,21,-,20,5,3,-,-,65,13,5,-,1,2,1,5,-,10,53
210920,-,5,-,2,-,-,-,-,5,4,1,-,-,-,-,2,2,3,3
210923,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,5
210927,1,3,-,1,-,-,-,-,11,2,-,-,-,2,-,4,1,7,5
210930,3,1,1,1,-,1,-,-,9,2,2,-,-,-,-,1,-,9,4
210940,1,5,-,3,1,-,-,-,15,1,4,-,-,-,1,-,1,4,2
210945,13,13,-,12,1,2,-,-,24,4,3,-,-,2,2,1,-,3,24
210950,2,11,1,4,-,1,-,-,40,8,5,-,-,3,-,5,-,17,10
210955,1,3,1,2,-,-,-,-,11,6,2,-,-,1,-,1,1,1,5
210960,10,16,-,13,-,1,-,-,52,12,9,-,-,4,-,9,1,28,23
210970,-,-,-,1,-,-,-,-,10,1,-,1,-,-,-,1,-,3,5
210975,-,6,-,1,-,-,-,-,5,1,1,-,-,-,-,-,-,-,-
210980,7,8,-,7,-,1,-,-,24,7,6,-,1,1,-,4,1,11,13
210990,20,37,2,41,4,2,-,-,128,25,17,1,-,10,2,18,7,3,55
211000,10,25,3,19,-,3,-,-,71,8,8,1,-,2,2,6,2,50,34
211003,4,10,1,6,-,2,-,-,32,2,4,-,-,1,-,2,-,2,19
211010,4,8,-,9,1,1,-,-,39,-,5,-,-,1,-,8,2,1,15
211020,2,18,-,13,1,1,-,-,49,2,8,1,-,-,-,5,-,5,13
211023,3,4,-,4,-,1,-,-,15,1,1,-,-,1,1,1,-,8,4
211027,-,4,-,4,-,-,-,-,12,2,2,-,-,-,-,-,-,2,2
211030,-,4,-,1,-,-,-,-,13,3,4,-,-,1,1,2,-,1,5
211040,-,5,-,5,1,1,-,-,25,5,3,1,-,1,1,4,-,3,9
211050,8,8,1,5,-,-,-,-,28,7,7,-,-,1,-,3,1,35,15
211060,4,7,3,7,2,1,-,-,35,6,9,-,-,1,-,2,1,4,11
211065,-,6,1,3,-,-,-,-,5,1,2,-,-,1,2,2,1,1,4
211070,-,18,1,10,2,4,-,-,38,13,9,1,-,1,-,4,1,6,22
211080,-,4,-,2,-,1,-,-,6,1,1,-,-,-,-,-,1,2,2
211085,-,4,-,3,1,-,-,-,9,-,1,-,-,-,1,-,-,3,5
211090,-,5,1,4,-,1,-,-,14,4,2,-,-,-,-,2,2,3,2
211100,2,3,1,4,-,-,-,-,27,1,1,-,-,-,-,-,1,4,4
211102,3,2,-,-,-,-,-,-,8,3,1,-,-,2,-,1,-,4,5
211105,2,-,-,-,-,-,-,-,13,3,1,-,1,1,-,-,1,2,2
211107,2,1,-,2,-,-,-,-,6,2,2,1,-,1,1,3,2,18,4
211110,4,12,1,8,2,-,-,-,44,13,7,-,-,3,-,1,-,16,11
211120,38,84,1,57,7,11,-,-,151,38,30,2,2,5,2,23,11,15,94
211125,1,4,-,1,1,1,-,-,15,-,1,-,-,-,-,1,-,-,2
211130,270,814,24,465,46,111,-,-,1295,373,284,12,29,88,29,153,87,58,804
211140,5,11,-,4,-,-,-,-,27,2,4,-,-,2,1,7,2,6,4
211150,12,27,3,19,-,2,-,-,59,10,10,-,-,4,1,3,2,3,38
211153,4,3,-,5,-,1,-,-,13,2,2,-,-,-,-,1,-,12,5
211157,-,1,-,1,-,-,-,-,2,-,1,-,-,-,-,1,-,1,-
211160,-,6,1,6,-,-,-,-,30,1,3,-,-,1,2,3,2,6,14
211163,-,3,-,2,-,-,-,-,10,2,-,-,-,1,-,-,-,-,-
211167,-,2,-,-,-,-,-,-,11,-,1,-,-,1,-,-,-,-,3
211170,4,6,-,3,2,-,-,-,45,1,1,-,-,-,-,3,-,8,7
211172,2,-,-,4,-,-,-,-,6,3,3,-,1,-,-,-,-,2,2
211174,1,5,-,-,-,1,-,-,6,3,-,-,-,-,-,-,-,-,7
211176,2,2,-,2,1,3,-,-,17,5,4,2,-,-,-,2,-,18,8
211178,2,1,-,3,-,-,-,-,3,3,-,-,-,-,-,3,-,5,1
211180,2,11,1,5,-,-,-,-,14,4,8,-,-,-,-,1,-,11,7
211190,2,3,-,1,-,2,-,-,17,1,2,-,-,-,-,1,-,-,5
211195,-,3,-,4,-,1,-,-,5,1,2,-,-,-,-,2,-,8,2
211200,-,2,-,-,-,-,-,-,15,1,3,-,-,1,-,2,-,1,6
211210,5,8,-,2,1,2,-,-,25,3,-,1,-,2,-,8,2,15,6
211220,32,87,5,75,18,14,-,-,286,58,43,3,2,7,4,27,11,28,105
211223,1,7,-,5,1,-,-,-,39,3,2,-,-,3,-,5,-,5,13
211227,2,1,1,2,1,-,-,-,13,1,-,-,-,-,-,-,1,2,1
211230,4,14,2,6,-,1,-,-,38,2,4,-,-,1,-,2,3,8,20
211240,3,4,-,2,1,-,-,-,18,6,-,-,-,2,-,1,-,3,14
211245,4,9,-,2,-,1,-,-,13,4,2,-,-,-,1,2,1,2,8
211250,12,23,1,12,1,1,-,1,71,10,9,-,-,4,-,8,1,5,14
211260,1,11,1,4,-,2,-,-,10,2,3,-,-,-,-,7,-,5,9
211270,5,17,2,16,1,3,-,-,76,12,10,-,-,5,2,11,1,4,27
211280,5,31,4,14,1,2,-,1,93,26,11,-,-,2,1,17,-,10,29
211285,2,4,-,1,-,-,-,-,7,8,-,-,-,1,-,1,1,9,4
211290,6,14,3,9,-,3,-,-,50,5,11,-,-,3,-,10,1,13,23
211300,8,14,3,10,-,4,-,-,50,3,9,-,-,1,-,3,-,9,18
211400,6,23,3,25,4,-,-,-,83,20,12,-,-,6,-,10,5,7,36
220005,2,7,-,4,1,1,-,-,13,4,3,-,1,-,-,1,-,3,7
220010,-,-,-,5,1,-,-,-,16,1,3,-,-,-,-,-,-,-,3
220020,1,13,1,11,1,-,-,-,39,5,2,-,1,2,-,-,3,-,12
220025,-,2,-,2,-,-,-,-,22,4,3,-,-,-,-,1,1,1,5
220027,1,5,-,3,-,-,-,-,9,3,1,-,-,-,-,-,-,1,3
220030,-,10,-,5,-,1,-,-,21,3,1,-,-,2,1,-,1,2,7
220040,3,21,1,18,3,3,-,-,83,12,9,1,1,2,-,3,3,10,23
220045,1,2,-,2,-,-,-,-,6,-,2,-,-,-,-,1,-,1,3
220050,3,16,1,2,1,4,-,-,50,4,7,1,-,3,-,4,1,-,14
220060,2,1,-,4,1,-,-,-,35,3,2,1,-,1,-,1,-,-,9
