municipality,HEALTH CENTER,HEALTH CENTER/BASIC UNIT,POLYCLINIC,GENERAL HOSPITAL,SPECIALIZED HOSPITAL,MIXED UNIT,GENERAL EMERGENCY,SPECIALIZED EMERGENCY,ISOLATED OFFICE,RIVER MOBILE UNIT,CLINIC/SPECIALTY CENTER,DIAGNOSIS AND THERAPY SUPPORT UNIT (ISOLATED SADT),GROUND MOBILE UNIT,PRE-HOSPITAL LEVEL MOBILE UNIT IN THE EMERGENCY AREA,PHARMACY,HEALTH SURVEILLANCE UNIT,COOPERATIVE OR COMPANY FOR ASSIGNMENT OF WORKERS IN HEALTH,NORMAL BIRTH CENTER - ISOLATED,HOSPITAL/DAY - ISOLATED,HEALTH SERVICES REGULATION CENTER,LACEN CENTRAL PUBLIC HEALTH LABORATORY,HEALTH MANAGEMENT CENTER,HEMOTHERAPY AND OR HEMATOLOGY CARE CENTER,PSYCHOSOCIAL CARE CENTER,FAMILY HEALTH SUPPORT CENTER,INDIGENOUS HEALTH CARE UNIT,EMERGENCY SERVICE,HEALTH ACADEMY POLO,TELESSAUDE,EMERGENCY MEDICAL REGULATION CENTER,ISOLATED HOME CARE SERVICE,CARE UNIT IN RESIDENTIAL REGIME,ORTHOPEDIC WORKSHOP,PUBLIC HEALTH LABORATORY,ACCESS REGULATION CENTER,NOTIFICATION CENTER FOR CAPTATION AND DISTRIBUTION OF STATE ORGANIZATIONS,POLO FOR PREVENTION OF DISEASES AND DISEASES AND HEALTH PROMOTION,SUPPLY CENTER,IMMUNIZATION CENTER
220865,-,3,-,-,-,-,-,-,-,-,1,2,1,1,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
220870,3,3,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
220880,10,1,-,1,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
220885,2,1,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
220887,3,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
220890,3,1,-,-,-,1,-,-,-,-,-,1,-,2,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
220900,1,4,-,-,-,1,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
220910,3,-,-,1,-,1,-,-,-,-,1,3,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
220915,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
220920,1,2,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
220930,5,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
220937,1,3,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
220935,2,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
220940,-,6,-,-,-,1,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
220945,4,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
220950,-,2,-,-,-,1,-,-,-,-,-,1,-,1,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
220955,-,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
220960,1,1,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
220965,1,2,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
220970,2,3,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-
220975,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
220980,-,2,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
220985,2,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
220987,-,3,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
220990,2,1,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
220995,4,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
220997,4,3,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
221000,-,6,-,1,1,-,-,-,3,-,4,2,-,2,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
221005,1,4,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
221010,2,2,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
221020,1,2,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
221030,-,3,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
221035,5,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
221037,4,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
221038,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
221039,2,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
221040,12,11,-,2,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,1,-,1,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-
221050,4,9,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
221060,2,11,-,4,-,-,-,-,2,-,4,6,1,4,-,1,-,-,-,-,-,1,-,1,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-
221062,4,2,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
221063,-,5,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
221065,1,4,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
221070,7,1,-,2,-,1,-,-,-,-,1,1,-,1,-,1,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
221080,7,4,-,1,-,-,-,-,2,-,1,2,-,3,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-
221090,1,4,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
221093,1,3,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
221095,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
221097,2,1,-,-,-,-,-,-,-,-,1,1,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
221100,-,94,11,22,8,4,3,2,45,-,98,59,4,14,2,4,1,-,1,1,-,7,2,7,-,-,3,8,-,2,1,-,-,2,3,2,3,-,-
221110,5,15,-,1,-,-,-,-,2,-,3,-,-,1,-,-,-,-,-,-,-,1,-,1,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-
221120,4,6,-,1,-,-,-,-,-,-,8,6,-,1,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
221130,11,9,-,1,-,-,-,-,-,-,9,4,-,1,1,-,-,-,-,-,-,1,-,2,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-
221135,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
221140,-,3,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
221150,-,3,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
221160,4,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
221170,4,2,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
220000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
230010,-,5,-,-,-,1,-,-,-,-,2,1,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
230015,7,7,-,-,-,-,-,-,-,-,1,-,-,-,1,1,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
230020,4,19,1,1,-,-,-,-,2,-,12,4,-,2,-,-,-,-,-,-,-,2,-,1,2,1,1,-,-,-,-,-,-,-,1,-,-,-,-
230030,-,17,-,1,-,-,-,-,7,-,-,4,-,1,1,1,-,-,-,-,-,1,-,1,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-
230040,-,7,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-
230050,1,7,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
230060,-,3,-,1,-,-,-,-,-,-,2,-,-,-,1,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
230070,-,6,-,1,-,-,-,-,4,-,4,-,-,1,1,-,-,-,-,-,-,1,-,-,18,-,-,-,-,-,-,-,-,-,1,-,-,-,-
230075,-,11,-,1,-,-,-,-,1,-,1,1,-,1,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
230080,3,1,-,1,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
230090,2,6,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
230100,3,31,1,1,-,-,-,-,1,-,12,1,-,1,2,-,-,-,-,-,-,1,-,2,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-
230110,-,20,1,3,-,-,-,-,24,-,16,4,-,3,1,-,1,-,-,-,-,2,-,2,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-
230120,6,12,-,1,-,-,-,-,-,-,-,2,-,2,1,-,-,-,-,-,-,1,-,1,2,-,1,-,-,-,-,-,-,-,1,-,-,-,-
230125,2,4,-,-,-,1,-,-,-,-,-,1,-,-,1,1,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
230130,1,8,-,1,-,-,-,-,4,-,-,3,-,1,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
230140,2,5,-,1,-,-,-,-,-,-,1,-,-,1,1,1,-,-,-,-,-,1,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-
230150,5,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
230160,-,11,-,1,-,-,-,-,3,-,1,1,-,1,-,-,-,-,-,-,-,1,-,-,2,-,-,3,-,-,-,-,-,-,-,-,-,-,-
230170,-,12,1,1,-,-,-,-,-,-,5,-,-,1,1,1,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
230180,-,3,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
230185,-,10,-,1,-,-,-,-,1,-,2,2,-,1,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
230190,1,25,1,2,1,-,-,-,13,-,25,11,-,1,-,3,-,-,-,-,-,1,-,3,-,-,-,1,-,-,-,-,-,-,2,-,-,-,-
230195,5,7,-,1,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
230200,5,10,-,1,-,-,-,-,1,-,2,1,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
230205,-,7,-,1,-,-,-,-,-,-,1,-,-,-,1,1,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
230210,4,7,1,1,-,-,-,-,5,-,10,4,-,1,10,-,-,-,-,-,-,2,-,1,1,-,1,-,-,-,-,-,-,-,1,-,-,-,-
230220,-,15,-,1,-,-,-,-,3,-,1,2,-,1,-,-,-,-,-,-,-,1,-,1,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-
230230,4,11,-,1,-,-,-,-,6,-,3,-,-,-,1,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
230240,10,3,2,1,-,-,-,-,10,-,2,2,-,1,1,-,-,-,-,-,-,1,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-
230250,-,19,3,2,1,-,-,-,33,-,19,5,-,2,1,1,-,-,-,-,-,2,-,3,1,-,-,1,-,-,-,-,-,-,1,-,-,-,-
230260,-,18,1,1,-,-,-,-,4,-,9,5,-,2,1,1,-,-,-,-,-,2,-,2,1,-,1,-,-,-,-,-,-,-,1,-,-,-,-
230270,1,14,1,1,-,-,-,-,3,-,-,9,-,1,1,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
230280,16,-,-,1,-,1,-,-,11,-,5,6,-,3,1,-,-,-,-,-,-,2,-,2,2,-,1,-,-,-,-,-,-,-,-,-,-,-,-
230290,10,1,-,1,-,-,-,-,-,-,1,1,-,1,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
230300,-,7,-,1,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
230310,2,10,-,1,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
230320,13,1,-,1,-,-,-,-,-,-,3,-,-,-,1,1,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-
230330,-,9,-,1,-,-,-,-,-,-,1,3,-,-,1,3,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
230340,8,10,-,-,-,1,-,-,6,-,3,2,-,-,1,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,1,-,-,1,-
230350,-,15,1,1,-,-,-,-,8,-,7,3,-,1,1,-,-,-,-,-,-,1,-,1,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-
230360,3,6,-,1,-,-,-,-,1,-,2,-,-,-,-,1,-,-,-,-,-,1,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
230365,-,5,-,1,-,-,-,-,-,-,1,-,-,-,1,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
230370,4,48,11,2,2,-,-,-,21,-,54,8,-,6,-,-,-,-,-,-,-,2,-,3,7,5,2,1,-,-,1,-,-,-,-,-,-,-,-
230380,2,11,-,1,-,-,-,-,2,-,3,1,-,1,1,-,-,-,-,-,-,1,-,1,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-
230390,-,6,-,1,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-
230393,5,6,-,1,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
230395,6,9,-,-,-,1,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,1,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-
230400,-,10,-,1,-,-,-,-,1,-,1,1,-,1,1,-,-,-,-,-,-,1,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
230410,12,10,3,1,-,-,-,1,19,-,16,3,1,3,-,2,-,-,-,-,-,2,-,1,1,1,1,1,-,-,-,-,-,-,1,-,-,-,-
230420,4,33,4,4,-,-,-,-,92,-,41,13,1,3,-,1,-,-,-,-,1,2,1,2,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
230423,-,9,-,1,-,-,-,-,3,-,1,2,-,-,1,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
230425,-,13,-,1,-,-,-,-,-,-,2,1,-,-,1,-,-,-,-,-,-,1,-,1,1,-,-,2,-,-,-,-,-,-,1,-,-,-,-
230426,4,4,-,1,-,-,-,-,-,-,2,-,-,-,1,1,-,-,-,-,-,1,-,-,1,-,-,1,-,-,-,-,-,-,1,-,-,-,-
230427,2,1,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
230428,-,17,-,1,-,-,-,-,21,-,29,1,-,2,-,1,-,-,3,-,-,1,-,2,-,-,1,1,-,1,1,-,-,-,-,-,-,-,-
230430,17,1,-,1,-,-,-,-,2,-,5,2,-,2,1,-,-,-,-,-,-,1,-,1,-,-,-,2,-,-,-,-,-,-,1,-,-,-,-
230435,4,5,-,-,-,-,-,-,1,-,3,-,-,-,-,1,-,1,-,-,-,1,-,1,1,-,-,2,-,-,-,-,-,1,-,-,-,-,-
230440,-,113,12,41,41,-,1,3,3710,-,1837,91,4,31,2,6,27,-,6,-,1,8,2,20,-,2,12,-,2,1,84,-,-,-,2,3,2,1,-
230445,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,1,8,-,-,1,-,-,-,-,-,-,-,-,-,-,-
230450,2,5,-,1,-,-,-,-,-,-,2,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
230460,3,4,-,1,-,-,-,-,-,-,1,-,-,1,-,1,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
230465,3,6,-,-,-,-,-,-,-,-,2,-,-,1,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
230470,-,16,-,1,-,-,-,-,1,-,5,5,-,1,1,-,-,-,-,-,-,1,-,1,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-
230480,-,3,-,1,-,-,-,-,-,-,1,1,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
230490,4,1,-,1,-,-,-,-,-,-,2,-,-,-,1,1,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
230495,-,10,-,1,-,-,-,-,-,-,1,-,-,1,1,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-
230500,5,15,1,1,-,-,-,-,5,-,5,4,-,-,1,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
230510,1,3,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
230520,-,6,1,1,-,-,-,-,-,-,-,2,-,1,1,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
230523,1,19,-,1,-,-,-,-,7,-,8,-,-,1,2,-,-,-,-,-,-,1,-,2,-,-,1,1,-,-,-,-,-,-,1,-,-,-,-
230526,-,6,-,1,-,-,-,-,-,-,2,-,-,-,2,1,-,-,-,-,-,1,-,-,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-
230530,4,11,-,1,-,-,-,-,2,-,2,2,-,-,2,-,-,-,-,-,-,1,-,2,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
230533,-,5,-,-,-,1,-,-,1,-,1,-,-,1,-,1,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
230535,-,8,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-
230540,1,22,1,1,-,-,-,-,14,-,12,4,1,2,-,1,-,-,-,-,-,2,-,3,2,-,-,1,-,-,-,-,-,1,-,-,-,-,-
230550,-,27,2,2,-,-,-,-,16,-,10,10,-,3,2,1,-,-,-,-,-,2,1,3,-,-,1,1,-,-,1,-,-,-,-,-,-,-,-
230560,11,9,-,-,-,1,-,-,2,-,4,1,1,1,1,-,-,-,-,-,-,1,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
230565,1,6,-,1,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,1,-,1,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-
230570,-,4,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
230580,-,19,-,4,-,-,-,-,4,-,2,4,-,2,1,-,-,-,-,-,-,1,-,2,1,-,-,1,-,-,-,-,-,-,1,-,-,-,-
230590,9,4,-,2,-,-,-,-,-,-,1,1,-,1,1,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
230600,2,6,-,1,-,-,-,-,1,-,2,1,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
230610,-,9,-,1,-,-,-,-,-,-,2,2,-,1,1,1,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-
230620,-,3,-,-,-,1,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
230625,-,19,-,1,-,-,-,-,-,-,2,3,-,1,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-
230630,-,19,-,1,-,-,-,-,5,-,11,2,-,1,1,-,-,-,1,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
230640,-,38,3,3,-,-,-,-,36,-,19,10,-,2,2,2,-,-,-,-,-,2,-,1,3,1,1,3,-,-,-,-,-,-,1,-,2,-,-
230650,7,1,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
230655,-,13,1,1,-,-,-,-,-,-,2,5,-,1,2,-,-,-,-,-,-,1,-,1,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-
230660,-,16,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
230670,1,7,-,1,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,1,-,1,2,-,1,1,-,-,-,-,-,-,-,-,-,-,-
230680,4,3,-,1,-,-,-,-,2,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
230690,2,13,1,1,-,-,-,-,11,-,11,1,1,1,1,-,-,-,-,-,-,1,-,1,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-
230700,31,-,-,1,-,-,-,-,3,-,3,3,-,1,-,-,-,-,-,-,-,1,-,1,2,-,-,1,-,-,-,-,-,-,1,-,-,-,-
230710,13,-,-,1,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,1,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
230720,5,3,-,1,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,1,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-
230725,6,6,-,1,-,-,-,-,-,-,3,2,-,1,-,-,-,-,-,-,-,1,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
230730,-,51,2,5,1,-,-,-,205,-,119,83,1,6,1,1,-,-,-,-,1,2,1,3,-,-,2,-,-,1,2,-,1,-,2,1,-,-,-
230740,-,10,-,1,-,-,-,-,-,-,1,1,-,1,-,1,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
230750,-,10,-,1,-,-,-,-,6,-,4,-,-,1,1,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
230760,13,5,2,3,-,-,-,-,56,-,24,3,-,2,11,-,-,-,1,-,-,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
230763,4,6,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
230765,-,29,2,5,3,-,-,-,22,-,22,-,-,6,1,1,-,-,-,-,-,2,-,3,-,2,1,1,-,-,-,-,-,-,-,-,-,-,-
230770,-,32,2,1,-,-,-,-,10,-,14,1,1,2,-,1,1,-,-,-,-,1,-,3,-,-,1,-,-,-,-,-,-,2,-,-,-,-,-
